episode_length,episode_return,episode_return_imitation,episodes,steps,steps_per_second
8,0.0,15.699485182762146,5559,44657,12.992671629689232
8,0.0,16.36509621143341,5560,44665,13.036355555279279
8,0.0,14.861026167869568,5561,44673,12.987004260955151
8,0.0,16.867336094379425,5562,44681,12.871135333523593
8,0.0,16.09768635034561,5563,44689,12.848764173416642
8,0.0,17.014992356300354,5564,44697,13.03440589799856
8,0.0,17.127082467079163,5565,44705,12.79135350097514
8,0.0,14.520968675613403,5566,44713,12.821652777422198
8,0.0,15.534005045890808,5567,44721,13.019961174210456
8,0.0,16.560322880744934,5568,44729,12.868662253931326
8,0.0,18.728322863578796,5569,44737,12.94938443554509
8,0.0,16.21570712327957,5570,44745,12.899349159058145
8,0.0,16.661107420921326,5571,44753,12.790841518581246
8,0.0,17.430525243282318,5572,44761,13.040008300977268
8,0.0,14.672281205654144,5573,44769,12.803443308842748
8,0.0,17.722889006137848,5574,44777,12.87221174082204
8,0.0,18.771134197711945,5575,44785,12.95511404592879
8,0.0,15.651950776576996,5576,44793,12.834767029065473
8,0.0,15.880787253379822,5577,44801,12.875101154999196
8,0.0,14.849881887435913,5578,44809,12.890998814799447
8,0.0,15.229128181934357,5579,44817,13.108603030168073
8,0.0,17.0822371840477,5580,44825,13.069869186137096
8,0.0,16.002247035503387,5581,44833,12.935441589642528
8,0.0,15.132251858711243,5582,44841,13.094100784332548
8,0.0,14.762492597103119,5583,44849,12.828235977780071
8,0.0,17.99442982673645,5584,44857,13.007973551750553
8,0.0,16.689714312553406,5585,44865,12.9302724555294
8,0.0,15.242789685726166,5586,44873,12.766921641620678
8,0.0,14.829549729824066,5587,44881,13.09467310373787
8,0.0,18.71896207332611,5588,44889,12.974936738620686
8,0.0,15.316717326641083,5589,44897,12.814371586786327
8,0.0,17.952061653137207,5590,44905,13.117201866423148
8,0.0,17.295604348182678,5591,44913,12.954693902291655
8,0.0,16.643616795539856,5592,44921,12.905893271782983
8,0.0,14.564157605171204,5593,44929,12.795280061409231
8,0.0,15.874067425727844,5594,44937,12.997100344503552
8,0.0,16.29379802942276,5595,44945,12.94842499645943
8,0.0,16.97544652223587,5596,44953,13.12858009782337
8,0.0,16.151516795158386,5597,44961,12.492649484313464
8,0.0,16.015710473060608,5598,44969,13.189256754817963
8,0.0,17.638251960277557,5599,44977,12.64518161622138
8,0.0,16.23421722650528,5600,44985,12.865820127000122
8,0.0,15.796405792236328,5601,44993,12.736126003810085
8,0.0,16.406582832336426,5602,45001,12.935665994717702
8,0.0,15.35118556022644,5603,45009,12.774766639077322
8,0.0,14.867520272731781,5604,45017,12.870774925441834
8,0.0,15.958635568618774,5605,45025,12.824745010476299
8,0.0,19.285817563533783,5606,45033,12.715869127598166
9,0.0,18.813009202480316,5607,45042,12.827894860072716
8,0.0,15.883813619613647,5608,45050,12.741382950446175
8,0.0,14.948134362697601,5609,45058,12.729863958301639
8,0.0,16.493084192276,5610,45066,12.82201533929526
8,0.0,16.032721996307373,5611,45074,12.953748678737734
8,0.0,18.043694138526917,5612,45082,12.633179420915823
8,0.0,16.402132630348206,5613,45090,12.914799752746005
8,0.0,14.93030697107315,5614,45098,12.854193322984935
8,0.0,15.011877954006195,5615,45106,12.90070308195728
8,0.0,17.01231497526169,5616,45114,12.874518228562154
8,0.0,15.457906305789948,5617,45122,12.7103443233933
8,0.0,15.067293643951416,5618,45130,12.754086184948973
8,0.0,14.851965487003326,5619,45138,12.82373533777576
8,0.0,15.054262816905975,5620,45146,12.800585964323318
8,0.0,18.191064953804016,5621,45154,12.777602735683264
8,0.0,14.690915942192078,5622,45162,12.951133778927293
8,0.0,18.383916079998016,5623,45170,12.696795910923024
8,0.0,15.502498388290405,5624,45178,12.902533561382569
8,0.0,14.627534091472626,5625,45186,12.823549104839591
9,0.0,17.30942338705063,5626,45195,12.849421858772807
8,0.0,16.974676609039307,5627,45203,12.952293604187728
8,0.0,16.80927485227585,5628,45211,13.02395353449805
8,0.0,14.930830180644989,5629,45219,12.855394951389655
8,0.0,16.54361766576767,5630,45227,12.714182758435154
8,0.0,16.525530576705933,5631,45235,12.806868918494951
8,0.0,16.243707954883575,5632,45243,12.922623543027038
8,0.0,17.102172315120697,5633,45251,12.747767725699715
8,0.0,16.92649918794632,5634,45259,12.98981469795992
8,0.0,17.764345943927765,5635,45267,12.588773647729724
8,0.0,15.309734106063843,5636,45275,12.778838753117643
8,0.0,18.554109394550323,5637,45283,13.065924947246724
8,0.0,15.853740930557251,5638,45291,12.716225731512747
8,0.0,16.549009919166565,5639,45299,12.870769988484962
8,0.0,16.59696727991104,5640,45307,12.864670803776615
8,0.0,17.80645591020584,5641,45315,12.756520268022621
8,0.0,15.119093179702759,5642,45323,12.86087900067113
8,0.0,17.53982937335968,5643,45331,12.954383813753306
8,0.0,16.975971579551697,5644,45339,12.664171657439963
8,0.0,16.385367155075073,5645,45347,12.97638185046995
8,0.0,17.085669577121735,5646,45355,12.846619373359209
8,0.0,16.560190856456757,5647,45363,12.82052112833194
8,0.0,14.75020170211792,5648,45371,12.735231739216903
8,0.0,17.986672699451447,5649,45379,12.909716635483527
8,0.0,14.978892624378204,5650,45387,12.801826432451529
